0.0033333333333333327	0.08333333333333333	725.0
0.0033333333333333327	0.1	647.0
0.0033333333333333327	0.125	514.0
0.0033333333333333327	0.16666666666666666	370.0
0.0033333333333333327	0.25	252.0
0.0033333333333333327	0.5	149.0
0.0033333333333333327	1.0	103.0
0.0033333333333333327	2.0	114.0
0.0033333333333333327	5.0	434.0
0.006666666666666667	0.08333333333333333	722.0
0.006666666666666667	0.1	638.0
0.006666666666666667	0.125	530.0
0.006666666666666667	0.16666666666666666	360.0
0.006666666666666667	0.25	275.0
0.006666666666666667	0.5	159.0
0.006666666666666667	1.0	106.0
0.006666666666666667	2.0	98.0
0.006666666666666667	5.0	432.0
0.030303030303030307	0.08333333333333333	748.0
0.030303030303030307	0.1	599.0
0.030303030303030307	0.125	517.0
0.030303030303030307	0.16666666666666666	355.0
0.030303030303030307	0.25	270.0
0.030303030303030307	0.5	171.0
0.030303030303030307	1.0	116.0
0.030303030303030307	2.0	126.0
0.030303030303030307	5.0	566.0
0.03448275862068965	0.08333333333333333	738.0
0.03448275862068965	0.1	609.0
0.03448275862068965	0.125	458.0
0.03448275862068965	0.16666666666666666	367.0
0.03448275862068965	0.25	254.0
0.03448275862068965	0.5	183.0
0.03448275862068965	1.0	119.0
0.03448275862068965	2.0	120.0
0.03448275862068965	5.0	564.0
0.04	0.08333333333333333	732.0
0.04	0.1	566.0
0.04	0.125	479.0
0.04	0.16666666666666666	357.0
0.04	0.25	267.0
0.04	0.5	162.0
0.04	1.0	120.0
0.04	2.0	123.0
0.04	5.0	657.0
0.047619047619047616	0.08333333333333333	703.0
0.047619047619047616	0.1	634.0
0.047619047619047616	0.125	478.0
0.047619047619047616	0.16666666666666666	375.0
0.047619047619047616	0.25	273.0
0.047619047619047616	0.5	166.0
0.047619047619047616	1.0	131.0
0.047619047619047616	2.0	121.0
0.047619047619047616	5.0	694.0
0.05882352941176471	0.08333333333333333	803.0
0.05882352941176471	0.1	554.0
0.05882352941176471	0.125	479.0
0.05882352941176471	0.16666666666666666	434.0
0.05882352941176471	0.25	279.0
0.05882352941176471	0.5	164.0
0.05882352941176471	1.0	110.0
0.05882352941176471	2.0	144.0
0.05882352941176471	5.0	682.0
0.07692307692307693	0.08333333333333333	774.0
0.07692307692307693	0.1	651.0
0.07692307692307693	0.125	528.0
0.07692307692307693	0.16666666666666666	398.0
0.07692307692307693	0.25	293.0
0.07692307692307693	0.5	175.0
0.07692307692307693	1.0	116.0
0.07692307692307693	2.0	147.0
0.07692307692307693	5.0	713.0
0.1111111111111111	0.08333333333333333	746.0
0.1111111111111111	0.1	677.0
0.1111111111111111	0.125	466.0
0.1111111111111111	0.16666666666666666	373.0
0.1111111111111111	0.25	279.0
0.1111111111111111	0.5	177.0
0.1111111111111111	1.0	109.0
0.1111111111111111	2.0	157.0
0.1111111111111111	5.0	799.0
0.2	0.08333333333333333	702.0
0.2	0.1	619.0
0.2	0.125	478.0
0.2	0.16666666666666666	418.0
0.2	0.25	270.0
0.2	0.5	178.0
0.2	1.0	137.0
0.2	2.0	143.0
0.2	5.0	1090.0
0.5	0.08333333333333333	801.0
0.5	0.1	653.0
0.5	0.125	528.0
0.5	0.16666666666666666	390.0
0.5	0.25	325.0
0.5	0.5	205.0
0.5	1.0	173.0
0.5	2.0	254.0
0.5	5.0	1792.0
1.0	0.08333333333333333	805.0
1.0	0.1	639.0
1.0	0.125	592.0
1.0	0.16666666666666666	530.0
1.0	0.25	377.0
1.0	0.5	210.0
1.0	1.0	252.0
1.0	2.0	511.0
1.0	5.0	NaN
