0.0033333333333333327	0.08333333333333333	1486	9	0	0.91
0.0033333333333333327	0.08333333333333333	1486	9	1	0.93
0.0033333333333333327	0.08333333333333333	1486	9	2	0.94
0.0033333333333333327	0.08333333333333333	1486	9	3	0.95
0.0033333333333333327	0.08333333333333333	1486	9	4	0.91
0.0033333333333333327	0.08333333333333333	1486	9	5	0.92
0.0033333333333333327	0.08333333333333333	1486	9	6	0.96
0.0033333333333333327	0.08333333333333333	1486	9	7	0.93
0.0033333333333333327	0.08333333333333333	1486	9	8	0.91
0.0033333333333333327	0.08333333333333333	1486	9	9	0.93
0.0033333333333333327	0.1	1229	9	0	0.84
0.0033333333333333327	0.1	1229	9	1	0.91
0.0033333333333333327	0.1	1229	9	2	0.96
0.0033333333333333327	0.1	1229	9	3	0.94
0.0033333333333333327	0.1	1229	9	4	0.95
0.0033333333333333327	0.1	1229	9	5	0.91
0.0033333333333333327	0.1	1229	9	6	0.86
0.0033333333333333327	0.1	1229	9	7	0.95
0.0033333333333333327	0.1	1229	9	8	0.95
0.0033333333333333327	0.1	1229	9	9	0.96
0.0033333333333333327	0.125	1036	9	0	0.93
0.0033333333333333327	0.125	1036	9	1	0.92
0.0033333333333333327	0.125	1036	9	2	0.92
0.0033333333333333327	0.125	1036	9	3	0.94
0.0033333333333333327	0.125	1036	9	4	0.95
0.0033333333333333327	0.125	1036	9	5	0.95
0.0033333333333333327	0.125	1036	9	6	0.95
0.0033333333333333327	0.125	1036	9	7	0.9
0.0033333333333333327	0.125	1036	9	8	0.89
0.0033333333333333327	0.125	1036	9	9	0.94
0.0033333333333333327	0.16666666666666666	773	9	0	0.91
0.0033333333333333327	0.16666666666666666	773	9	1	0.91
0.0033333333333333327	0.16666666666666666	773	9	2	0.94
0.0033333333333333327	0.16666666666666666	773	9	3	0.93
0.0033333333333333327	0.16666666666666666	773	9	4	0.95
0.0033333333333333327	0.16666666666666666	773	9	5	0.96
0.0033333333333333327	0.16666666666666666	773	9	6	0.85
0.0033333333333333327	0.16666666666666666	773	9	7	0.93
0.0033333333333333327	0.16666666666666666	773	9	8	0.9
0.0033333333333333327	0.16666666666666666	773	9	9	0.93
0.0033333333333333327	0.25	515	9	0	0.9
