0.0033333333333333327	0.08333333333333333	534	9	0	0.8
0.0033333333333333327	0.1	482	9	0	0.88
0.0033333333333333327	0.125	393	9	0	0.89
0.0033333333333333327	0.16666666666666666	265	9	0	0.77
0.0033333333333333327	0.25	210	9	0	0.92
0.0033333333333333327	0.5	107	9	0	0.87
0.0033333333333333327	1.0	63	9	0	0.75
0.0033333333333333327	2.0	57	9	0	0.87
0.0033333333333333327	5.0	91	9	0	0.85
0.006666666666666667	0.08333333333333333	529	9	0	0.81
0.006666666666666667	0.1	439	9	0	0.78
0.006666666666666667	0.125	436	9	0	0.9
0.006666666666666667	0.16666666666666666	265	9	0	0.82
0.006666666666666667	0.25	215	9	0	0.89
0.006666666666666667	0.5	102	9	0	0.81
0.006666666666666667	1.0	90	9	0	0.97
0.006666666666666667	2.0	64	9	0	0.95
0.006666666666666667	5.0	107	9	0	0.89
0.030303030303030307	0.08333333333333333	669	9	0	0.93
0.030303030303030307	0.1	577	9	0	0.96
0.030303030303030307	0.125	396	9	0	0.84
0.030303030303030307	0.16666666666666666	322	9	0	0.87
0.030303030303030307	0.25	230	9	0	0.83
0.030303030303030307	0.5	135	9	0	0.92
0.030303030303030307	1.0	91	9	0	0.92
0.030303030303030307	2.0	70	9	0	0.8
0.030303030303030307	5.0	116	9	0	0.88
0.03448275862068965	0.08333333333333333	582	9	0	0.88
0.03448275862068965	0.1	557	9	0	0.91
0.03448275862068965	0.125	358	9	0	0.8
0.03448275862068965	0.16666666666666666	353	9	0	0.9
0.03448275862068965	0.25	228	9	0	0.84
0.03448275862068965	0.5	155	9	0	0.93
0.03448275862068965	1.0	99	9	0	0.93
0.03448275862068965	2.0	72	9	0	0.82
0.03448275862068965	5.0	132	9	0	0.91
0.04	0.08333333333333333	568	9	0	0.88
0.04	0.1	541	9	0	0.93
0.04	0.125	428	9	0	0.91
0.04	0.16666666666666666	330	9	0	0.86
0.04	0.25	237	9	0	0.92
0.04	0.5	126	9	0	0.88
0.04	1.0	105	9	0	0.97
0.04	2.0	75	9	0	0.89
0.04	5.0	113	9	0	0.83
0.047619047619047616	0.08333333333333333	566	9	0	0.78
0.047619047619047616	0.1	585	9	0	0.92
0.047619047619047616	0.125	458	9	0	0.9
0.047619047619047616	0.16666666666666666	329	9	0	0.87
0.047619047619047616	0.25	240	9	0	0.86
0.047619047619047616	0.5	151	9	0	0.91
0.047619047619047616	1.0	90	9	0	0.82
0.047619047619047616	2.0	72	9	0	0.77
0.047619047619047616	5.0	124	9	0	0.84
0.05882352941176471	0.08333333333333333	599	9	0	0.83
0.05882352941176471	0.1	546	9	0	0.87
0.05882352941176471	0.125	413	9	0	0.83
0.05882352941176471	0.16666666666666666	362	9	0	0.86
0.05882352941176471	0.25	299	9	0	0.94
0.05882352941176471	0.5	134	9	0	0.79
0.05882352941176471	1.0	109	9	0	0.91
0.05882352941176471	2.0	82	9	0	0.92
0.05882352941176471	5.0	128	9	0	0.87
0.07692307692307693	0.08333333333333333	645	9	0	0.87
0.07692307692307693	0.1	537	9	0	0.79
0.07692307692307693	0.125	456	9	0	0.88
0.07692307692307693	0.16666666666666666	347	9	0	0.86
0.07692307692307693	0.25	245	9	0	0.84
0.07692307692307693	0.5	155	9	0	0.83
0.07692307692307693	1.0	116	9	0	0.87
0.07692307692307693	2.0	96	9	0	0.88
0.07692307692307693	5.0	165	9	0	0.9
0.1111111111111111	0.08333333333333333	642	9	0	0.9
0.1111111111111111	0.1	556	9	0	0.84
0.1111111111111111	0.125	482	9	0	0.88
0.1111111111111111	0.16666666666666666	464	9	0	0.95
0.1111111111111111	0.25	254	9	0	0.81
0.1111111111111111	0.5	196	9	0	0.91
0.1111111111111111	1.0	112	9	0	0.78
0.1111111111111111	2.0	117	9	0	0.92
0.1111111111111111	5.0	159	9	0	0.87
0.2	0.08333333333333333	659	9	0	0.85
0.2	0.1	587	9	0	0.86
0.2	0.125	497	9	0	0.81
0.2	0.16666666666666666	453	9	0	0.9
0.2	0.25	348	9	0	0.91
0.2	0.5	240	9	0	0.89
0.2	1.0	151	9	0	0.75
0.2	2.0	153	9	0	0.89
0.2	5.0	205	9	0	0.82
0.5	0.08333333333333333	962	9	0	0.89
0.5	0.1	884	9	0	0.97
0.5	0.125	655	9	0	0.85
0.5	0.16666666666666666	631	9	0	0.91
0.5	0.25	584	9	0	0.86
0.5	0.5	414	9	0	0.92
0.5	1.0	377	9	0	0.88
0.5	2.0	350	9	0	0.79
0.5	5.0	551	9	0	0.94
1.0	0.08333333333333333	1280	9	0	0.86
1.0	0.1	1000	9	0	0.88
1.0	0.125	1014	9	0	0.88
1.0	0.16666666666666666	1065	9	0	0.95
1.0	0.25	757	9	0	0.77
1.0	0.5	964	9	0	0.89
1.0	1.0	2078	9	0	0.91
